,Date,European Union,California,Québec,Ontario,New Zealand,Kazakhstan,South Korea,Switzerland,RGGI,Nova Scotia,United Kingdom,China,Shenzhen,Shanghai,Beijing,Guangdong,Tianjin,Hubei,Chongqing,Fujian
5481,2020-02-01 00:00:00+00:00,26.90728145,,,,,,31.34984712,,,,,,0.828128912,7.221465003,,4.050404062,2.282896099,3.832143949,,
5482,2020-03-01 00:00:00+00:00,27.595504,,,,18.83052527,,30.10444223,,,,,,0.794533309,6.499029528,,4.10337477,2.25399868,4.027926532,,
5483,2020-04-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5484,2020-05-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5485,2020-06-01 00:00:00+00:00,26.78517745,,,,18.83052527,,28.34369739,,,,,,0.631436391,,10.56209564,4.10794455,2.239724052,4.16114693,,
5486,2020-07-01 00:00:00+00:00,27.14038909,,,,19.06177734,,30.23327722,,,,,,0.842359763,5.851727343,11.00991663,4.223785894,2.311793518,3.960617656,,
5487,2020-08-01 00:00:00+00:00,26.60757164,,,,19.09481335,,30.92039716,,,,,,1.025991988,,11.5734163,4.08841101,2.269025338,3.977926135,5.163968772,
5488,2020-09-01 00:00:00+00:00,27.28469382,,,,19.09481335,,30.49094719,,,,,,0.86739341,5.270889222,12.20915952,4.180671766,,3.687302967,4.649594714,
5489,2020-10-01 00:00:00+00:00,26.76297673,,,,19.10802775,,32.638197,,,,,,1.043919261,4.768805728,,4.189149488,2.311793518,4.152555173,,
5490,2020-11-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5491,2020-12-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5492,2020-01-13 00:00:00+00:00,26.69637455,,,,19.09481335,,33.06764696,,,,,,0.916048182,6.377660369,,4.192022608,2.384320374,3.807546121,4.185791139,
5493,2020-01-14 00:00:00+00:00,26.374464,,,,19.16088537,,33.54004191,,,,,,0.98671567,6.998195775,,4.358299694,2.398485775,4.179930887,,
5494,2020-01-15 00:00:00+00:00,27.107088,,,,19.21374298,,32.16580204,,,,,,1.007556675,5.468836542,,4.074122063,2.282896099,3.956210969,3.828908015,
5495,2020-01-16 00:00:00+00:00,27.49560073,,,,19.25999339,,33.19648195,,,,,,1.113032254,,,4.138748227,2.196203842,3.980252948,3.68442092,
5496,2020-01-17 00:00:00+00:00,28.15052218,,,,19.25999339,,32.72408699,,,,,,1.207912113,,,4.154032582,,3.848792639,,
5497,2020-01-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5498,2020-01-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5499,2020-01-20 00:00:00+00:00,27.86191273,,,,,,32.72408699,,,,,,0.894375117,5.366663525,,4.209598933,2.167306423,4.156941158,3.404115956,
5500,2020-01-21 00:00:00+00:00,27.58440364,,,,19.2930294,,32.595252,,,,,,0.894375117,,,3.97616429,2.188979488,4.043115009,,
5501,2020-01-22 00:00:00+00:00,27.68430691,,,,19.25999339,,32.638197,,,,,,1.059812841,5.061382934,,3.853200893,,4.319167441,4.119327075,
5502,2020-01-23 00:00:00+00:00,27.32909527,,,,19.25999339,,32.68114199,,,,,,1.190573662,,,3.922122835,,3.917910943,4.529670425,
5503,2020-01-24 00:00:00+00:00,26.984984,,,,19.25999339,,,,,,,,,,,,,,,
5504,2020-01-25 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5505,2020-01-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5506,2020-01-27 00:00:00+00:00,27.20699127,,,,,,,,,,,,,,,,,,,
5507,2020-01-28 00:00:00+00:00,27.28469382,,,,19.12784936,,32.68114199,,,,,,,,,,,,,
5508,2020-01-29 00:00:00+00:00,26.54096945,,,,18.99570532,,32.638197,,,,,,,,,,,,,
5509,2020-01-30 00:00:00+00:00,26.26346036,,,,18.69838124,,32.72408699,,,,,,,,,,,,,
5510,2020-01-31 00:00:00+00:00,26.41886545,,,,18.2028411,,32.80997698,,,,,,,,,,,,,
5511,2020-01-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5512,2020-02-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5513,2020-03-02 00:00:00+00:00,25.23417,,,,17.62072274,,31.98441762,,,,,,,,,,,,,
5514,2020-04-02 00:00:00+00:00,25.397745,,,,17.71666134,,31.98441762,,,,,,,,,,,,,
5515,2020-05-02 00:00:00+00:00,25.855755,,,,17.74864087,,31.98441762,,,,,,,,,,,,,
5516,2020-06-02 00:00:00+00:00,25.62675,,,,,,31.44018015,,,,,,,,,,,,,
5517,2020-07-02 00:00:00+00:00,25.375935,,,,17.7806204,,31.06340036,,,,,,,,,,,,,
5518,2020-08-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5519,2020-09-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5520,2020-10-02 00:00:00+00:00,25.19055,,,,17.7806204,,32.48679067,,,,,,1.166127543,,,4.201209968,,,4.031622574,1.800086621
5521,2020-11-02 00:00:00+00:00,25.354125,,,,17.5887432,,32.69611278,,,,,,0.787530868,,,4.018487537,,,4.428784543,1.620077959
5522,2020-12-02 00:00:00+00:00,25.986615,,,,17.01311161,,32.77984162,,,,,,1.1432693,,,3.991345335,2.171533066,,3.985906089,1.458641619
5523,2020-02-13 00:00:00+00:00,26.54277,,,,16.98113208,,32.48679067,,,,,,1.102529245,,,4.072963784,,,4.125912826,1.312920321
5524,2020-02-14 00:00:00+00:00,26.422815,,,,16.82123441,,32.48679067,,,,,,1.212915509,,,4.048617564,,,,1.181485425
5525,2020-02-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5526,2020-02-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5527,2020-02-17 00:00:00+00:00,27.251595,,,,,,32.48679067,,,,,,1.014334524,,,4.080155076,,,4.428784543,1.300062559
5528,2020-02-18 00:00:00+00:00,27.360645,,,,,,32.98916373,,,,,,1.11624419,,12.07200948,4.055080678,,,3.985906089,
5529,2020-02-19 00:00:00+00:00,27.98223,17.87,17.87,,16.94915254,,32.98916373,,,,,,1.228154337,,,3.893859067,,,4.345923413,
5530,2020-02-20 00:00:00+00:00,27.905895,,,,17.07707067,,33.07289257,,,,,,1.351017392,,,4.060336666,,,4.587363602,
5531,2020-02-21 00:00:00+00:00,27.87318,,,,17.10905021,,33.19848583,,,,,,1.180532998,,,4.104483223,,,4.831661072,
5532,2020-02-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5533,2020-02-23 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5534,2020-02-24 00:00:00+00:00,26.749965,,,,16.88519348,,32.90543488,,,,,,,4.505827946,,4.095911382,,,5.285968648,
5535,2020-02-25 00:00:00+00:00,26.32467,,,,16.94915254,,32.65424836,,,,,,1.543883816,,,4.095911382,,,,
5536,2020-02-26 00:00:00+00:00,26.422815,,,,16.94915254,,32.90543488,,,,,,1.231487831,4.955952768,,4.141627868,2.28582428,,5.317398732,
5537,2020-02-27 00:00:00+00:00,25.703085,,,,16.82123441,,32.9472993,,,,,,1.354350886,5.451690908,,4.24020404,2.333445619,,4.785944587,
5538,2020-02-28 00:00:00+00:00,25.703085,,,,16.94915254,,32.9472993,,,,,,,5.997431455,,4.317350609,2.357256289,,4.307350128,
5539,2020-02-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5540,2020-01-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5541,2020-02-03 00:00:00+00:00,25.97688455,,,,,,32.25171914,,,,,,,,,4.27752763,2.422317445,,4.147862402,
5542,2020-03-03 00:00:00+00:00,25.82199682,,,,15.84613524,,32.37466089,,,,,,,6.580154096,,4.297514051,2.465064224,,4.56108126,
5543,2020-04-03 00:00:00+00:00,26.31985023,,,,15.72517237,,32.86642789,,,,,,,7.114956322,,4.394810383,2.393819593,,4.202008321,
5544,2020-05-03 00:00:00+00:00,26.29772341,,,,15.72517237,,32.45662205,,,,,,,,,4.285453355,2.343948352,,4.62092675,
5545,2020-06-03 00:00:00+00:00,25.87731386,,,,15.72517237,,32.62054439,,,,,,,5.984548983,,4.379304656,2.379570667,,5.081167065,
5546,2020-07-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5547,2020-08-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5548,2020-09-03 00:00:00+00:00,25.72242614,,,,15.54372808,,32.62054439,,,,,,1.829562118,5.48726146,,4.325973979,2.351072815,,5.098265776,
5549,2020-10-03 00:00:00+00:00,26.61856227,,,,15.27156163,,32.62054439,,,,,,1.907361254,,,4.30126598,2.365321741,,,
5550,2020-11-03 00:00:00+00:00,26.43048432,,,,15.27156163,,32.62054439,,6.228059181,,,,2.466489116,4.987124152,9.689269781,4.275066817,2.422317445,,4.58815422,
5551,2020-12-03 00:00:00+00:00,24.89267045,,,,15.24132091,,32.70250555,,,,,,,5.485836567,11.54163018,4.264298417,2.422317445,,,
5552,2020-03-13 00:00:00+00:00,24.22886591,,,,15.24132091,,33.03035022,,,,,,,5.69957046,12.02609367,4.271560908,,,5.045544749,
5553,2020-03-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5554,2020-03-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5555,2020-03-16 00:00:00+00:00,21.47407705,,,,15.24132091,,33.15329197,,,,,,1.567381876,6.198282875,,4.263372062,2.493562076,,5.414591937,
5556,2020-03-17 00:00:00+00:00,20.17965818,,,,14.96915447,,32.94838905,,,,,,,6.788516386,12.26832541,4.268164147,2.536308855,,5.129613414,
5557,2020-03-18 00:00:00+00:00,16.84957205,,,,14.96915447,,32.78446672,,,,,,,5.223656326,11.96491011,4.385845734,2.422317445,,5.103965347,
5558,2020-03-19 00:00:00+00:00,18.04442023,,,,,,32.94838905,,,,,,,,,4.227432197,2.450815298,,4.988549045,
5559,2020-03-20 00:00:00+00:00,17.73464477,,,,14.06193299,,32.8254473,,,,,,,4.77339026,12.07156897,4.277508093,2.564806707,,5.085441743,
5560,2020-03-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5561,2020-03-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5562,2020-03-23 00:00:00+00:00,17.09296705,,,,13.72928511,,32.8254473,,,,,,,5.250729286,12.19708078,4.28103885,2.593304559,3.555573053,4.576755079,
5563,2020-03-24 00:00:00+00:00,18.47589318,,,,13.42687795,,32.8254473,,,,,,,5.776514661,12.39656575,4.35930793,2.564806707,3.664984681,4.576755079,
5564,2020-03-25 00:00:00+00:00,19.27245864,,,,13.60832225,,32.86642789,,,,,,,6.269527506,12.30060233,4.234518311,2.636051338,3.629432127,5.032720716,
5565,2020-03-26 00:00:00+00:00,19.05119045,,,,13.60832225,,32.8254473,,,,,,2.222221811,6.72424049,,4.316601986,2.607631348,3.271839971,5.374694943,
5566,2020-03-27 00:00:00+00:00,17.98910318,,,,13.72928511,,32.8254473,,,,,,2.41376809,5.69957046,12.29682327,4.230506174,2.636051338,3.543851379,,
5567,2020-03-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5568,2020-03-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5569,2020-03-30 00:00:00+00:00,18.73035159,,,,14.21313657,,33.0713308,,,,,,,,,4.206282999,2.707295968,3.470908311,5.750654376,
5570,2020-03-31 00:00:00+00:00,19.40521955,,,,14.51554373,,33.19427255,,,,,,,5.131038306,,4.174935362,2.778540599,3.449136768,5.175209977,
5571,2020-01-04 00:00:00+00:00,18.4109205,,,,14.38590182,,32.6469316,,,,,,2.376071035,,12.25857535,4.149817606,2.827814382,3.582897153,5.329016203,
5572,2020-02-04 00:00:00+00:00,19.4753867,,,,14.6856081,,32.68774026,,,,,,,4.728325996,,4.158301049,2.771258095,3.617730889,5.860645307,
5573,2020-03-04 00:00:00+00:00,19.3776296,,,,14.53575496,,32.68774026,,,,,,,5.938410203,,4.146989792,2.757119023,3.58569947,5.27528773,
5574,2020-04-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5575,2020-05-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5576,2020-06-04 00:00:00+00:00,22.0279332,,,,14.53575496,,32.76935759,,,,,,,,,,,,,
5577,2020-07-04 00:00:00+00:00,22.158276,,,,14.38590182,,32.85097492,,,,,,,6.291887001,12.32927071,4.15506546,2.827814382,3.583648405,5.780052597,
5578,2020-08-04 00:00:00+00:00,22.8425757,,,,14.38590182,,33.05501824,,,,,,2.613607443,6.91117835,,4.287356923,2.898509742,3.618831642,6.342787659,
5579,2020-09-04 00:00:00+00:00,22.7882662,,,,14.50578433,,33.05501824,,,,,,,6.221191641,,4.142737499,2.799536238,3.549599549,,
5580,2020-10-04 00:00:00+00:00,,,,,,,33.05501824,,,,,,2.200039589,5.726324124,12.27271442,4.101744761,2.757119023,3.531587503,6.342787659,
5581,2020-11-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5582,2020-12-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5583,2020-04-13 00:00:00+00:00,,,,,,,33.05501824,,,,,,,,,4.080576874,2.686423663,3.599981431,6.079800922,
5584,2020-04-14 00:00:00+00:00,21.4196668,,,,14.53575496,,33.05501824,,,,,,2.276390578,5.599072477,,4.012668608,2.714701807,3.583999441,5.707943331,
5585,2020-04-15 00:00:00+00:00,20.8222623,,,,14.62566685,,,,,,,,,,,4.02680768,2.615932037,3.619983204,5.138138733,
5586,2020-04-16 00:00:00+00:00,22.6361996,,,,14.6856081,,33.01420958,,,,,,,5.090065888,12.06985801,4.05225801,2.686423663,3.576392026,4.712552668,
5587,2020-04-17 00:00:00+00:00,23.4834278,,,,14.6856081,,33.05501824,,,,,,2.251634676,,12.18363827,3.992873908,2.686423663,3.580699919,4.241721573,
5588,2020-04-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5589,2020-04-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5590,2020-04-20 00:00:00+00:00,23.1249851,,,,14.72756698,,33.05501824,,,,,,2.477116158,4.682448973,,3.903797755,2.629867376,3.463151548,4.664479824,
5591,2020-04-21 00:00:00+00:00,21.4848382,,,,14.6856081,,33.05501824,,,,,,,5.938410203,,3.941973249,2.658145519,3.656249971,5.090065888,
5592,2020-04-22 00:00:00+00:00,22.3429283,,,,14.71557873,,32.76935759,,,,,,,,12.07968535,4.013842299,2.58745016,3.642251017,,
5593,2020-04-23 00:00:00+00:00,22.7448186,,,,,,32.72854893,,,,,,,,,3.965075207,2.615728304,3.492273787,5.514238045,
5594,2020-04-24 00:00:00+00:00,22.4406854,,,,,,32.68774026,,,,,,,6.503973079,,3.99006443,2.629867376,3.588668807,,
5595,2020-04-25 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5596,2020-04-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5597,2020-04-27 00:00:00+00:00,21.941038,,,,,,32.6469316,,,,,,,6.998840596,,4.025896914,2.629867376,3.498553278,4.962814241,
5598,2020-04-28 00:00:00+00:00,21.8650047,,,,14.6856081,,32.60612293,,,,,,2.864104432,6.298956536,,3.957526228,2.686423663,3.899086459,5.14944999,
5599,2020-04-29 00:00:00+00:00,21.8432809,,,,14.6856081,,32.23884495,,,,,,3.771361781,,12.15960184,3.979299739,2.728840879,3.580933185,4.634787773,
5600,2020-04-30 00:00:00+00:00,21.180705,,,,14.69759636,,,,,,,,3.869863982,,,3.949894145,2.686423663,3.6424848,5.090065888,
5601,2020-01-05 00:00:00+00:00,,,,,14.95071194,,,,,,,,,,,,,,,
5602,2020-02-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5603,2020-03-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5604,2020-04-05 00:00:00+00:00,21.0187668,,,,14.96896678,,31.75234976,,,,,,,,,,,,,
5605,2020-05-05 00:00:00+00:00,20.7353187,,,,14.96896678,,,,,,,,,,,,,,,
5606,2020-06-05 00:00:00+00:00,20.6263002,,,,14.96896678,,31.34526836,,,,,,3.21070283,,,3.982941217,,3.523142763,,
5607,2020-07-05 00:00:00+00:00,21.2150001,,,,14.96896678,,31.18243579,,,,,,,5.639061982,,3.96644508,,3.591382276,,
5608,2020-08-05 00:00:00+00:00,20.9969631,,,,14.99939151,,31.06031137,,,,,,3.827440686,5.27824325,,3.952995744,,3.526034274,,
5609,2020-09-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5610,2020-10-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5611,2020-11-05 00:00:00+00:00,20.6917113,,,,15.0115614,,30.12402414,,,,,,4.140702744,,,3.950687015,2.742187248,3.542869656,,
5612,2020-12-05 00:00:00+00:00,20.09210955,,,,15.02981623,,27.64082755,,,,,,,6.816093124,10.45420577,3.914081612,2.812499741,3.537205794,4.556249581,
5613,2020-05-13 00:00:00+00:00,20.2556373,,,,15.06024096,,24.9947984,,,,,,,6.134061936,12.37499886,3.934687138,2.882812235,3.598436183,,
5614,2020-05-14 00:00:00+00:00,20.4518706,,,,15.12109042,,25.56471237,,,,,,,6.134061936,,3.979059684,2.844748329,3.601163429,,
5615,2020-05-15 00:00:00+00:00,20.81163165,,,,15.21236461,,25.64612866,,,,,,,6.134061936,,3.993749633,2.953124729,3.570914814,,
5616,2020-05-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5617,2020-05-17 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5618,2020-05-18 00:00:00+00:00,22.0871481,,,,15.18193988,,26.50099961,,,,,,2.854687238,5.827499464,,3.976313061,2.812499741,3.554754326,,
5619,2020-05-19 00:00:00+00:00,21.70558335,,,,15.21236461,,26.9894973,,,,,,2.987929413,,,4.00660543,3.093749716,3.594140859,,
5620,2020-05-20 00:00:00+00:00,23.10102015,16.68,16.68,,15.2245345,,27.43728685,,,,,,3.292765408,5.343749509,,3.903009984,3.234374703,3.640433021,5.00624954,
5621,2020-05-21 00:00:00+00:00,23.01380535,,,,15.24278934,,29.1877369,,,,,,2.962265353,5.87812446,,3.959678708,3.304687196,3.605904281,4.505624586,
5622,2020-05-22 00:00:00+00:00,23.25364605,,,,15.21236461,,29.47269388,,,,,,2.391125381,5.343749509,,3.902678356,3.234374703,3.571564669,,
5623,2020-05-23 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5624,2020-05-24 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5625,2020-05-25 00:00:00+00:00,23.4607812,,,,15.24278934,,29.47269388,,,,,,2.940066694,5.357812008,,4.031718379,3.37499969,3.596831861,,
5626,2020-05-26 00:00:00+00:00,23.4607812,,,,15.21236461,,29.47269388,,,,,,3.536718425,5.004996885,,3.938826266,3.37499969,3.59894029,,
5627,2020-05-27 00:00:00+00:00,23.1555294,,,,15.27321407,,28.37357408,,,,,,2.742745779,5.631511783,,3.990937133,3.515624677,3.54399837,,
5628,2020-05-28 00:00:00+00:00,23.07921645,,,,15.24278934,,28.00720082,,,,,,4.186874615,,,3.91640589,3.515624677,3.545689216,,
5629,2020-05-29 00:00:00+00:00,23.2427442,,,,15.24278934,,27.84436825,,,,,,4.889079965,5.892186958,,4.02975156,,3.553371709,,
5630,2020-05-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5631,2020-05-31 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5632,2020-01-06 00:00:00+00:00,23.51084041,,,,,,27.93365344,,,,,,4.755748931,,,3.976962408,3.245923896,3.615072213,,
5633,2020-02-06 00:00:00+00:00,24.74884541,,,,16.76013666,,26.69399426,,,,,,4.286635644,6.443298073,,3.841480367,3.175360333,3.530888993,,
5634,2020-03-06 00:00:00+00:00,24.7601,,,,18.04937794,,26.28077454,,6.338290317,,,,4.726982939,,12.57442692,4.041555101,3.245923896,3.424264016,,
5635,2020-04-06 00:00:00+00:00,24.90640968,,,,18.37168826,,25.95019876,,,,,,4.989045511,4.95853037,12.60265234,3.965672238,3.175360333,3.60516818,,
5636,2020-05-06 00:00:00+00:00,26.06563255,,,,18.69399858,,25.12375931,,,,,,4.971908646,6.309478661,11.85170748,4.014112886,3.16124762,3.573970993,4.56263998,
5637,2020-06-06 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5638,2020-07-06 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5639,2020-08-06 00:00:00+00:00,25.48039382,,,,19.0163089,,25.70226692,,,,,,5.389131749,5.489845198,12.58853963,3.906398845,3.10479677,3.460575977,,
5640,2020-09-06 00:00:00+00:00,25.22153823,,,,19.8220847,,26.11548665,,,,,,5.063161657,5.041451596,,3.919199536,3.245923896,3.568545381,,
5641,2020-10-06 00:00:00+00:00,25.70548564,,,,20.24108812,,26.44606243,,,17.72002363,,,5.637757716,6.350720666,,3.916776783,,3.472150325,,
5642,2020-11-06 00:00:00+00:00,24.98519182,,,,20.6278605,,26.61135032,,,,,,4.562049057,,12.61676506,3.897931217,3.528178148,3.50671682,,
5643,2020-12-06 00:00:00+00:00,24.68131786,,,,20.53116741,,26.28077454,,,,,,5.583929948,5.847237543,10.51929999,3.916277744,,3.579362287,,
5644,2020-06-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5645,2020-06-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5646,2020-06-15 00:00:00+00:00,24.86139132,,,,,,26.36341848,,,,,,4.209718954,5.574525,9.797493393,3.91204393,3.641087202,3.551529438,,
5647,2020-06-16 00:00:00+00:00,25.55917595,,,,19.86720815,,26.32209651,,,,,,4.664957147,5.531021328,11.29017007,3.886641047,3.739868836,3.50902801,,
5648,2020-06-17 00:00:00+00:00,25.53666677,,,,19.33861922,,26.28077454,,,,,,3.934844883,5.692127411,,3.865471979,3.753985449,3.545942302,,
5649,2020-06-18 00:00:00+00:00,27.46120182,,,,19.40308129,,26.28077454,,,,,,5.113035771,5.626787616,12.71555404,3.876762149,3.711647259,3.477861999,,
5650,2020-06-19 00:00:00+00:00,27.1123095,,,,19.98323986,,25.86755481,,,,,,5.235816371,5.445790364,12.77200489,3.876762149,3.796317777,3.492157374,,
5651,2020-06-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5652,2020-06-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5653,2020-06-22 00:00:00+00:00,27.53998395,,,,19.98323986,,25.86755481,,,,,,5.19559514,,13.2236117,3.879584691,3.725756124,3.55206836,4.108210635,
5654,2020-06-23 00:00:00+00:00,28.53038795,,,,19.98323986,,25.70226692,,,,,,5.124325942,,,3.857004351,3.768093612,3.515706838,3.69894197,
5655,2020-06-24 00:00:00+00:00,28.50787877,,,,20.24108812,,25.45433509,,,,,,4.881912963,,12.70144133,3.857004351,3.761038184,3.54577349,,
5656,2020-06-25 00:00:00+00:00,28.24902318,,,,20.56339844,,25.45433509,,,,,,,,,,,,,
5657,2020-06-26 00:00:00+00:00,27.75382118,,,,20.49893638,,26.44606243,,,,,,,,,,,,,
5658,2020-06-27 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5659,2020-06-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5660,2020-06-29 00:00:00+00:00,29.88093886,,,,20.56339844,,26.44606243,,,,,,5.086692041,,12.53630742,3.85559308,3.499952722,3.547351421,,
5661,2020-06-30 00:00:00+00:00,30.27484955,,,,20.69232257,,27.27250188,,,,,,4.701179776,5.446095789,13.12482271,3.888052319,3.697531649,3.654088082,3.528178148,
5662,2020-01-07 00:00:00+00:00,31.67335017,,,,21.23946259,,27.52523146,,,,,,4.931328195,,,3.938340108,3.801354365,3.716040725,3.210603349,1.428361757
5663,2020-02-07 00:00:00+00:00,31.29505826,,,,21.23946259,,27.52523146,,,,,,4.047872068,,13.3831022,3.902077788,3.792793243,3.67616347,3.531663684,
5664,2020-03-07 00:00:00+00:00,31.91408139,,,,21.23946259,,27.44182167,,,,,,4.877580317,5.537934043,,3.923030881,3.809915974,3.911709245,3.852724019,1.583897652
5665,2020-04-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5666,2020-05-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5667,2020-06-07 00:00:00+00:00,33.96602843,,,,21.23946259,,27.44182167,,,,,,4.560154397,4.984283332,13.26260997,3.868885296,3.824185322,4.002050606,,1.728018069
5668,2020-07-07 00:00:00+00:00,33.6106633,,,,21.33825079,,24.77270832,,,,,,4.53602195,5.482283585,14.26934822,3.865566432,3.817050648,4.042977316,,1.900677182
5669,2020-08-07 00:00:00+00:00,33.51895617,,,,,,24.77270832,,,,,,4.141384539,,12.45515609,3.636554456,3.852724019,4.060903602,3.467451617,2.090459514
5670,2020-09-07 00:00:00+00:00,32.71651878,,,,,,22.31211944,,,,,,2.527337145,5.92177951,12.40304954,3.912655281,3.821332435,3.847944507,3.814196778,2.300218933
5671,2020-10-07 00:00:00+00:00,33.17505443,,,,21.20653319,,20.10175995,,,,,,4.760594312,,13.34184058,3.929778499,3.831321309,3.812959569,3.433205181,2.529955439
5672,2020-11-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5673,2020-12-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5674,2020-07-13 00:00:00+00:00,33.55334635,,,,20.9101686,,18.68379348,,,,,,4.951880021,,12.14695628,3.881262715,3.81276906,4.147031316,3.089313889,2.711176161
5675,2020-07-14 00:00:00+00:00,33.8857847,,,,20.9760274,,18.68379348,,,,,,5.12521413,,12.10981948,3.919789955,3.821330785,3.944339848,3.398958745,2.982293777
5676,2020-07-15 00:00:00+00:00,32.96871339,,,,21.23946259,,18.68379348,,,,,,5.008745072,,13.41318732,3.747573512,3.804208626,3.916721201,,3.139256608
5677,2020-07-16 00:00:00+00:00,30.40091374,,,,21.40410959,,18.68379348,,,,,,4.520472438,,,3.908374477,3.809915974,3.920103064,,3.453182269
5678,2020-07-17 00:00:00+00:00,31.79944748,,,,21.56875659,,19.01743265,,,,,,4.669198287,,13.41318732,3.9748982,3.828515158,3.94679524,,
5679,2020-07-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5680,2020-07-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5681,2020-07-20 00:00:00+00:00,29.90798791,,,,21.56875659,,19.01743265,,,,,,4.34670291,5.823321007,13.21031674,4.063910372,,3.951426654,,3.798500495
5682,2020-07-21 00:00:00+00:00,30.42384052,,,,,,19.35107182,,,,,,4.561290219,,12.64890509,3.993224261,,3.958056689,,
5683,2020-07-22 00:00:00+00:00,30.4467673,,,,21.83219178,,19.18425223,,,,,,3.816701944,,13.40349494,4.103864547,3.827040503,3.956737579,,
5684,2020-07-23 00:00:00+00:00,31.2377413,,,,22.02976818,,19.01743265,,,,,,5.026690834,5.2411316,12.93125569,4.055348763,3.824502006,3.965845748,3.060775193,
5685,2020-07-24 00:00:00+00:00,30.13725574,,,,21.79926238,,18.89231796,,,,,,5.235899506,5.76196281,13.5844195,4.028237002,3.817051629,3.970125948,,3.418935833
5686,2020-07-25 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5687,2020-07-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
5688,2020-07-27 00:00:00+00:00,28.57823452,,,,21.79926238,,19.18425223,,,,,,5.624902611,5.76196281,13.5844195,3.968305739,3.814195896,3.963232158,,
5689,2020-07-28 00:00:00+00:00,29.41506209,,,,21.83219178,,19.43448161,,,,,,4.9308752,5.752830427,12.35817768,4.055348763,3.748408917,3.968863894,,
5690,2020-07-29 00:00:00+00:00,29.9309147,,,,22.12855638,,19.60130119,,,,,,3.389023813,5.75910894,13.38058824,4.046787154,3.821331452,3.967702555,,
